Geneid	Length	Obp56h_KO_M_1	Obp56h_KO_M_2	CSB_M_1	CSB_M_2
FBgn0052437	2185	1	0	20	1
FBgn0052440	633	1	3	2	0
FBgn0053288	3690	131	159	137	159
FBgn0005694	4007	2613	2520	1913	2244
FBgn0037087	710	207	228	242	160
FBgn0037090	1827	677	721	681	667
FBgn0037092	2613	408	394	246	354
FBgn0037093	5121	1456	1557	1119	1619
FBgn0037094	4464	1896	1711	1184	1773
FBgn0053289	1495	3	8	39	4
FBgn0015283	1422	1146	1395	1128	1120
FBgn0028663	1216	949	1069	779	831
FBgn0053290	654	2	4	12	2
FBgn0037101	1892	5	3	16	1
FBgn0052438	3368	326	413	245	344
FBgn0052441	1032	675	720	872	818
FBgn0037102	840	834	871	544	611
FBgn0037099	2439	1	2	24	10
FBgn0037098	8262	8315	9194	8230	7815
FBgn0029152	2884	1086	1252	798	1092
FBgn0026371	3371	103	119	159	107
FBgn0015239	2420	597	662	467	618
FBgn0037086	986	3	7	13	4
FBgn0037085	1368	2	19	22	6
FBgn0014143	2347	92	59	90	77
FBgn0037082	2630	168	175	155	191
FBgn0037081	2287	1196	1348	1023	1221
FBgn0002842	956	20	41	32	19
FBgn0037078	969	0	2	24	10
FBgn0037076	1853	139	118	84	141
FBgn0037074	4645	2468	2809	1623	2615
FBgn0003042	2462	1136	1090	1366	995
FBgn0037070	2205	88	106	61	56
FBgn0037067	876	1	4	12	10
FBgn0037065	2452	3	3	24	8
FBgn0027945	900	1478	1718	1299	1237
FBgn0037064	2043	23	19	52	24
FBgn0037063	1231	1301	1407	1094	1357
FBgn0037106	1543	183	210	172	175
FBgn0037108	1994	1353	1494	1619	1147
FBgn0037110	674	356	408	338	287
FBgn0043783	1280	442	543	317	459
FBgn0052445	1352	0	2	15	3
FBgn0052446	903	866	910	730	844
FBgn0037115	2110	1	2	19	7
FBgn0037117	2998	759	969	702	801
FBgn0037121	692	126	144	90	141
FBgn0037125	690	2	0	1	1
FBgn0037128	908	0	0	5	1
FBgn0037131	890	55	36	17	50
FBgn0037133	1410	11	8	3	9
FBgn0000560	2033	38	14	21	20
FBgn0022936	1065	65	65	123	80
FBgn0037134	1049	138	233	164	201
FBgn0037135	2827	2857	3295	2722	3301
FBgn0037139	499	0	0	6	0
FBgn0037138	3026	7822	8128	5068	6879
FBgn0046301	1594	254	252	254	258
FBgn0052448	516	223	193	139	196
FBgn0037130	3741	1559	1504	870	1204
FBgn0037129	1022	10	11	19	6
FBgn0037127	710	13	14	21	18
FBgn0037126	725	411	486	462	419
FBgn0037124	682	0	1	1	1
FBgn0037123	826	2	0	7	2
FBgn0037122	780	7	2	10	3
FBgn0037120	2861	1355	1473	1193	1355
FBgn0052447	5180	49	80	52	65
FBgn0037116	5063	1073	1156	901	1196
FBgn0037114	463	0	0	0	2
FBgn0037109	5774	1059	1065	775	1230
FBgn0037107	3466	1566	1980	1056	1536
FBgn0037105	3136	606	692	524	572
FBgn0037140	2085	208	202	274	277
FBgn0037142	5378	1188	1395	1016	1224
FBgn0037143	1446	0	3	12	1
FBgn0037144	2166	63	51	51	69
FBgn0029091	4509	12	13	33	15
FBgn0037146	4686	11990	13162	9197	11138
FBgn0000045	1619	458	579	375	533
FBgn0004514	3682	403	394	211	338
FBgn0037149	1310	28	42	32	38
FBgn0000100	1328	7929	8122	5898	9467
FBgn0004414	648	6	1	13	10
FBgn0037151	701	27	44	32	37
FBgn0037150	1456	391	384	434	380
FBgn0027532	3641	1520	1673	1612	1513
FBgn0037147	2096	6	3	26	5
FBgn0037141	3067	131	134	108	157
FBgn0052449	72	20	21	44	20
FBgn0015075	2470	211	177	169	243
FBgn0004179	3081	6977	7631	5786	6017
FBgn0025702	6233	2264	2188	1475	1893
FBgn0027086	3899	665	771	650	844
FBgn0052450	821	134	178	148	104
FBgn0037162	1617	117	87	66	107
FBgn0037164	2458	408	399	262	411
FBgn0037165	992	38	38	38	33
FBgn0037166	1882	304	314	248	340
FBgn0037167	998	87	102	58	109
FBgn0037163	2316	2645	2869	2634	2744
FBgn0004449	13109	12163	13154	9196	11973
FBgn0011771	3777	843	935	844	905
FBgn0037156	874	215	142	136	136
FBgn0028500	4866	1266	1316	829	1502
FBgn0037169	806	36	77	32	45
FBgn0037170	1794	101	75	95	87
FBgn0037172	758	26	60	43	19
FBgn0037174	1557	7	12	18	5
FBgn0037176	943	1	1	2	3
FBgn0037179	566	0	0	6	1
FBgn0037180	483	12	8	23	25
FBgn0052453	741	12	4	49	21
FBgn0037181	1323	16	13	46	29
FBgn0052452	2216	283	274	223	204
FBgn0037185	1796	186	118	43	104
FBgn0260481	1835	46	12	54	37
FBgn0037188	3790	770	834	714	804
FBgn0052451	7863	10051	10631	6306	9250
FBgn0037191	809	24	24	13	25
FBgn0010830	2469	390	375	448	451
FBgn0037186	3450	454	457	376	400
FBgn0037184	1506	263	299	141	239
FBgn0037183	862	7	6	11	3
FBgn0037182	2692	875	948	765	1082
FBgn0037178	489	2	0	3	1
FBgn0037177	855	0	1	13	1
FBgn0037175	663	0	0	4	3
FBgn0037171	6028	1364	1360	1092	1312
FBgn0037195	1103	9	19	6	20
FBgn0037197	704	4	1	1	5
FBgn0053169	633	161	205	267	159
FBgn0037200	1503	8	0	12	2
FBgn0037202	1713	66	41	56	46
FBgn0037203	3140	385	273	224	323
FBgn0037204	1379	7	1	25	3
FBgn0037205	3559	1	0	29	6
FBgn0037206	2633	372	385	392	319
FBgn0037207	2492	532	489	444	452
FBgn0052457	621	24	46	29	29
FBgn0052461	882	2	5	16	16
FBgn0044324	4263	1951	2020	1406	1903
FBgn0010348	2442	6283	6563	4202	5434
FBgn0020518	78	0	11	3	10
FBgn0037199	957	381	448	266	390
FBgn0052459	1376	10	4	15	5
FBgn0052462	1243	0	0	0	0
FBgn0052460	72	0	3	9	1
FBgn0037397	855	0	0	2	5
FBgn0046878	899	35	56	49	57
FBgn0037402	1677	10	4	24	13
FBgn0037405	2302	7	4	15	7
FBgn0037406	1161	1	0	10	4
FBgn0051562	1175	0	0	2	1
FBgn0037408	3214	166	161	126	133
FBgn0037409	2629	75	66	90	91
FBgn0037410	1740	882	933	637	911
FBgn0037411	1381	1	1	7	1
FBgn0037413	892	2	0	10	2
FBgn0027527	1846	10	2	53	33
FBgn0037414	2690	42	41	79	42
FBgn0037415	1135	8	8	34	13
FBgn0037416	1360	49	59	66	58
FBgn0037417	1731	10	3	22	6
FBgn0037419	1755	8	3	0	16
FBgn0037421	1454	1	3	20	8
FBgn0037422	1518	3	2	11	3
FBgn0040279	1091	2	2	10	0
FBgn0037424	1232	80	102	39	50
FBgn0051561	1061	0	0	14	1
FBgn0051560	968	0	0	0	4
FBgn0037427	4068	31	18	55	36
FBgn0037428	1270	6	1	17	0
FBgn0037420	679	3	7	18	9
FBgn0037418	1167	1	0	7	5
FBgn0037412	1522	18	6	7	6
FBgn0051559	2003	3	1	8	2
FBgn0046875	569	20	24	1	24
FBgn0046876	901	41	49	42	47
FBgn0026077	2355	1870	1737	1525	1399
FBgn0037399	1194	0	3	28	7
FBgn0037398	2371	6	16	32	16
FBgn0037396	1413	134	184	128	168
FBgn0037374	1649	656	681	399	523
FBgn0037375	2739	644	605	522	603
FBgn0028690	1897	1491	1464	1255	1394
FBgn0037377	1505	112	115	102	133
FBgn0037379	4660	795	976	734	977
FBgn0037384	1635	340	448	401	316
FBgn0037386	2499	213	224	141	231
FBgn0037387	2356	1517	1671	1279	2174
FBgn0037388	958	8	3	10	4
FBgn0037389	700	0	0	0	5
FBgn0028436	1330	160	177	197	147
FBgn0037395	1089	5	3	10	1
FBgn0003261	5386	15903	16943	15480	14368
FBgn0010403	528	42	11	13	6
FBgn0011281	986	61	3	28	7
FBgn0040679	359	3	0	7	2
FBgn0037391	2760	941	997	534	973
FBgn0029088	4884	995	950	805	1019
FBgn0037383	2454	95	134	69	118
FBgn0037382	2311	277	337	293	294
FBgn0037378	893	168	146	85	150
FBgn0037376	1648	226	246	193	255
FBgn0037372	1335	139	127	134	127
FBgn0037329	1675	652	579	440	570
FBgn0011715	1335	238	252	198	264
FBgn0037332	3991	830	834	534	812
FBgn0051550	3357	2495	2485	1728	2121
FBgn0010051	10331	4138	4327	3009	4522
FBgn0037338	2589	109	102	121	120
FBgn0037341	1669	610	644	433	643
FBgn0041191	1225	1726	1682	1278	1427
FBgn0037345	831	51	68	74	51
FBgn0037347	1580	588	605	495	596
FBgn0019637	2351	0	0	0	0
FBgn0037351	903	9448	8629	10800	9148
FBgn0051551	4182	14	5	89	61
FBgn0051549	1130	222	185	135	235
FBgn0037354	1014	285	284	211	366
FBgn0037356	1424	144	145	127	185
FBgn0037359	1080	62	58	58	51
FBgn0046222	2798	315	310	221	286
FBgn0037363	6303	6433	6625	4550	4850
FBgn0037368	1058	53	106	83	65
FBgn0037370	1190	190	136	117	186
FBgn0027497	3777	1076	1041	761	1068
FBgn0037371	3986	328	460	298	341
FBgn0037369	1597	118	133	86	148
FBgn0004878	3151	12	0	53	15
FBgn0037365	2396	103	59	63	89
FBgn0037364	2267	97	119	77	110
FBgn0010772	3325	4306	4159	3490	3747
FBgn0037360	2415	1237	1219	929	1130
FBgn0037358	1321	1088	1213	641	1026
FBgn0027951	5326	2984	3144	2198	2768
FBgn0051548	952	406	451	336	407
FBgn0051546	999	15	13	8	7
FBgn0044823	1748	141	156	149	170
FBgn0037350	1325	149	161	163	122
FBgn0017550	2902	1479	1342	1126	1290
FBgn0014366	1859	372	322	232	301
FBgn0037344	8284	4551	4553	3333	4576
FBgn0037342	1114	278	257	282	267
FBgn0037340	774	133	115	134	105
FBgn0037339	3712	1093	1219	1069	1246
FBgn0037336	5935	4669	4556	3606	4089
FBgn0010399	4170	1352	1363	1033	1166
FBgn0051547	3963	1982	1962	1408	1697
FBgn0015402	5517	1158	1255	880	1175
FBgn0025825	1660	0	0	0	0
FBgn0037330	1122	176	140	158	185
FBgn0037328	621	3287	3675	2878	4193
FBgn0037327	4873	1290	1335	999	1372
FBgn0037295	2922	412	354	283	393
FBgn0037294	1290	36	36	17	31
FBgn0037297	1699	431	460	439	379
FBgn0037299	1041	294	288	186	337
FBgn0037301	3233	393	421	366	387
FBgn0037304	1992	11	13	22	6
FBgn0037310	785	192	197	147	208
FBgn0051542	1810	0	0	0	0
FBgn0003275	541	344	405	416	293
FBgn0011965	73	0	4	0	0
FBgn0037325	1889	88	80	75	70
FBgn0037324	1941	103	90	67	92
FBgn0037323	1645	24	10	6	18
FBgn0037322	1362	0	0	0	0
FBgn0001311	5701	39	41	83	59
FBgn0037320	948	3	0	12	1
FBgn0037315	2821	995	990	683	1144
FBgn0037312	904	267	293	254	301
FBgn0051538	2158	475	571	326	527
FBgn0037307	991	61	66	76	68
FBgn0037305	867	182	187	150	178
FBgn0260462	2985	3022	3376	2916	3958
FBgn0053293	661	40	56	55	33
FBgn0040208	2662	787	844	660	753
FBgn0037298	1734	1732	1903	1443	1651
FBgn0037296	1319	2	6	54	16
FBgn0004913	3274	504	451	376	474
FBgn0037290	1116	881	797	842	866
FBgn0037293	1853	437	412	309	381
FBgn0040684	1893	1	0	41	7
FBgn0010313	9294	10284	10410	6967	8730
FBgn0037292	902	102	119	140	114
FBgn0037291	2000	10	15	14	15
FBgn0037288	1083	3400	3986	3590	3403
FBgn0004436	2166	4877	5080	4268	3936
FBgn0004183	164	16	107	14	9
FBgn0020280	2407	0	0	9	2
FBgn0037262	1098	644	631	548	501
FBgn0037263	1139	16	21	13	30
FBgn0022981	2536	0	0	2	0
FBgn0037265	2242	348	452	344	411
FBgn0010750	2040	380	385	292	392
FBgn0037279	2744	340	361	234	360
FBgn0037280	1228	25	20	28	23
FBgn0037284	449	0	1	0	0
FBgn0037283	603	1	1	9	1
FBgn0037282	3183	989	895	749	799
FBgn0026417	1169	129	161	200	106
FBgn0037276	3093	7	6	37	12
FBgn0037275	2137	105	100	98	131
FBgn0027570	3136	570	528	389	640
FBgn0037270	1301	1735	1780	1382	2089
FBgn0040466	903	93	84	134	102
FBgn0037261	2504	2138	2125	1568	2118
FBgn0052945	706	1	1	9	0
FBgn0027930	1525	0	0	0	0
FBgn0037232	3556	363	394	264	460
FBgn0040687	409	0	0	0	0
FBgn0037235	1392	226	207	183	209
FBgn0037238	4026	5366	5377	3141	4474
FBgn0037239	1788	1306	1492	971	1307
FBgn0037240	4742	3177	2951	2415	3020
FBgn0003882	2006	617	706	417	655
FBgn0037241	1694	249	243	265	217
FBgn0037244	1178	370	333	243	343
FBgn0051528	1228	59	68	40	53
FBgn0051525	1171	20	8	30	16
FBgn0037250	1687	34	62	32	40
FBgn0037252	3630	1487	1616	1255	1447
FBgn0037254	3404	5	10	20	8
FBgn0037255	2418	584	569	408	489
FBgn0051526	632	78	55	59	57
FBgn0037260	1785	67	32	75	73
FBgn0051523	4032	3782	3857	3018	3482
FBgn0051522	3468	5923	6215	4976	5346
FBgn0037251	1108	2	6	13	12
FBgn0037249	3892	4355	4374	3665	4820
FBgn0037248	4642	521	461	516	482
FBgn0052944	3175	501	470	365	451
FBgn0037242	1718	135	109	67	148
FBgn0037236	2412	57	37	49	35
FBgn0037231	3326	99	142	141	90
FBgn0037230	2182	2458	2572	1720	2663
FBgn0037213	5461	2234	2157	1490	2203
FBgn0037215	3247	878	893	696	1097
FBgn0037218	4542	2648	2434	2124	2317
FBgn0015331	1995	413	431	266	415
FBgn0010225	3376	9670	9923	6585	9211
FBgn0037223	1074	0	9	16	6
FBgn0037224	1235	0	2	13	5
FBgn0037227	1067	0	4	7	0
FBgn0041621	1158	7	14	16	13
FBgn0037228	1492	354	438	279	374
FBgn0037229	1502	316	305	223	292
FBgn0037225	2165	361	377	290	301
FBgn0037220	1564	506	524	428	525
FBgn0051516	1668	8	3	25	7
FBgn0037217	1485	28	43	47	56
FBgn0000500	569	616	548	516	503
FBgn0031670	1130	1047	1111	1181	788
FBgn0000299	6165	8981	9847	6938	9352
FBgn0260470	3042	0	0	0	0
FBgn0031676	1605	238	313	324	220
FBgn0031682	1935	286	310	261	369
FBgn0031683	2318	1624	1662	1287	1597
FBgn0031684	953	677	683	646	568
FBgn0031681	4545	2732	2881	1955	2371
FBgn0028694	1208	539	607	475	588
FBgn0031678	2267	39	34	39	38
FBgn0031677	438	0	1	8	3
FBgn0022023	1496	2342	2327	2409	2666
FBgn0031675	2717	447	317	254	461
FBgn0031673	2019	1107	1220	720	1006
FBgn0016075	6503	6086	6740	4018	6635
FBgn0031668	846	0	0	0	0
FBgn0053113	4841	11250	12256	10546	10633
FBgn0051971	72	0	3	0	1
FBgn0046776	1541	45	61	42	50
FBgn0031693	1666	884	1069	698	808
FBgn0031694	1709	574	609	429	554
FBgn0031695	1606	285	213	169	241
FBgn0031696	4279	862	858	838	815
FBgn0016076	4739	4498	4451	4609	4925
FBgn0015031	522	2957	3373	2398	2712
FBgn0031701	552	933	1459	2485	936
FBgn0016920	6886	128	138	84	145
FBgn0016660	3282	66	73	105	68
FBgn0031703	2054	671	835	693	910
FBgn0031702	3231	1018	957	840	1015
FBgn0031700	652	66	77	46	102
FBgn0031698	10041	6343	6822	4824	5978
FBgn0031697	2616	684	746	577	580
FBgn0000228	4953	2613	2766	2314	2458
FBgn0003716	4433	2177	2303	1687	1972
FBgn0051914	72	4	0	0	0
FBgn0031707	1213	3	5	0	7
FBgn0000318	716	722	770	681	707
FBgn0031711	1671	211	285	169	252
FBgn0051989	4049	120	84	110	124
FBgn0051648	898	124	172	144	129
FBgn0051915	2487	309	345	247	330
FBgn0002525	3737	1454	1320	1263	1278
FBgn0031717	2281	362	443	218	410
FBgn0031719	919	0	0	4	0
FBgn0031721	1179	0	1	4	1
FBgn0004620	3253	124	122	128	143
FBgn0041719	148	0	0	0	0
FBgn0031724	1804	5	2	18	7
FBgn0031728	2162	7	6	23	14
FBgn0031729	918	0	4	13	0
FBgn0051646	2881	554	508	354	470
FBgn0031725	2988	400	423	300	359
FBgn0031723	1243	2	4	11	0
FBgn0031722	1482	3	1	12	4
FBgn0031720	955	1	0	10	1
FBgn0031718	1127	0	1	10	6
FBgn0014189	2460	933	1226	1026	1085
FBgn0031716	2148	472	503	345	435
FBgn0031715	836	1	1	6	0
FBgn0031713	1604	880	858	549	822
FBgn0031710	2168	421	486	351	485
FBgn0031708	888	534	482	465	466
FBgn0051647	1515	4	5	21	4
FBgn0031730	2495	214	221	204	170
FBgn0024191	2780	145	151	119	145
FBgn0031736	4173	1789	2000	1430	1405
FBgn0031735	1805	120	138	91	100
FBgn0051912	1712	12	10	5	6
FBgn0051913	863	96	70	24	85
FBgn0031740	1752	340	459	471	451
FBgn0031741	2550	170	138	117	189
FBgn0031746	561	17	12	5	21
FBgn0043362	12155	5715	6462	4438	5951
FBgn0015381	3537	64	54	46	61
FBgn0001128	3152	7605	7861	5528	7423
FBgn0031752	4425	1335	1484	1104	1482
FBgn0031753	1041	151	200	117	181
FBgn0031751	724	54	53	90	50
FBgn0031749	1363	41	36	51	50
FBgn0031747	1382	3	5	1	3
FBgn0002855	958	1	5	10	6
FBgn0002856	504	1	1	1	1
FBgn0031745	2268	102	108	84	94
FBgn0051644	489	2	5	5	3
FBgn0031739	1396	404	334	298	341
FBgn0031738	5434	2091	2012	1384	1580
FBgn0031737	1810	422	408	327	426
FBgn0031734	3030	6539	6189	4067	4731
FBgn0031733	2397	77	118	97	108
FBgn0031732	2178	3	1	13	0
FBgn0031731	1090	3	0	3	1
FBgn0003980	636	8	8	32	11
FBgn0031757	1196	6	7	1	16
FBgn0031758	1167	0	0	0	0
FBgn0001942	2480	21979	22539	21680	26271
FBgn0001941	2201	812	835	697	744
FBgn0031760	3030	385	495	290	412
FBgn0031763	832	1	4	5	3
FBgn0051643	2938	117	137	109	172
FBgn0031768	1842	461	404	402	406
FBgn0031769	2412	316	300	254	337
FBgn0031770	3379	2494	2347	2043	2089
FBgn0031772	631	324	281	319	208
FBgn0031774	1498	165	232	127	220
FBgn0031776	595	341	361	347	298
FBgn0051642	1950	165	172	117	170
FBgn0031784	1290	2	0	11	6
FBgn0031785	5629	4	5	75	14
FBgn0040950	1670	1	0	26	0
FBgn0031786	855	0	1	7	2
FBgn0051639	633	5	4	1	4
FBgn0031782	1724	124	103	142	107
FBgn0031779	2078	330	329	254	345
FBgn0031777	787	72	75	52	73
FBgn0031775	870	226	225	262	193
FBgn0031773	2285	250	262	196	308
FBgn0031771	1590	3709	3763	2128	3923
FBgn0029161	2191	77	116	175	54
FBgn0000052	4434	1785	1778	1028	1744
FBgn0031766	906	31	23	24	12
FBgn0025742	2230	373	398	320	455
FBgn0031764	1534	62	87	87	80
FBgn0001170	1662	9	10	13	8
FBgn0001089	2345	28	26	60	27
FBgn0031759	7158	4619	4569	3482	4372
FBgn0000308	2632	14344	13307	11801	9961
FBgn0031756	2313	2	3	14	7
FBgn0003979	745	1	2	19	0
FBgn0040949	331	0	0	0	0
FBgn0026755	1740	22	5	31	11
FBgn0031791	964	230	195	171	214
FBgn0260452	657	38	21	21	19
FBgn0015623	3344	3854	3915	2421	3693
FBgn0031803	1515	7	7	5	1
FBgn0031805	2309	253	350	243	277
FBgn0043854	4117	28	44	38	46
FBgn0031808	2154	960	1214	732	923
FBgn0031811	2643	105	133	142	124
FBgn0031815	2254	1307	1388	946	1302
FBgn0031820	5718	2488	2635	2197	2683
FBgn0027496	1105	266	324	215	302
FBgn0051638	3212	1276	1424	863	1197
FBgn0031824	1441	299	356	207	210
FBgn0031822	483	94	70	77	52
FBgn0031821	1363	310	316	307	353
FBgn0031818	1944	868	918	854	709
FBgn0031817	1369	367	392	213	344
FBgn0031816	2252	817	761	565	692
FBgn0031814	3700	2317	2295	1550	2619
FBgn0011722	7018	1745	1961	1524	2013
FBgn0031804	1148	0	0	1	2
FBgn0031801	1514	1023	1344	886	1026
FBgn0031800	1774	662	609	626	849
FBgn0031799	4546	556	582	618	563
FBgn0031792	877	13	8	9	8
FBgn0031826	1298	4	4	28	10
FBgn0051637	2672	1734	1722	985	1676
FBgn0031830	729	4470	5544	5928	3589
FBgn0031831	647	0	0	0	0
FBgn0031836	2405	3187	3450	2647	2900
FBgn0031842	4679	2604	3185	2323	3056
FBgn0028467	3391	785	681	520	712
FBgn0000392	4306	0	0	0	0
FBgn0031851	1703	186	257	153	247
FBgn0046704	6208	2821	2893	1904	2642
FBgn0031853	3017	16	20	49	11
FBgn0031855	2722	562	651	390	517
FBgn0051910	905	46	43	32	47
FBgn0031854	3076	29	32	32	54
FBgn0025777	3066	3059	3317	2155	2760
FBgn0025595	3182	597	723	532	583
FBgn0031850	5017	3881	4150	3156	4113
FBgn0031849	1808	14	12	21	23
FBgn0028703	4553	4642	4646	3300	4263
FBgn0031848	977	11	6	12	10
FBgn0000351	1655	29	25	4	37
FBgn0028990	2283	901	961	579	929
FBgn0031844	1431	1	2	10	24
FBgn0051636	1567	134	136	142	134
FBgn0051633	1452	132	167	143	182
FBgn0051635	9511	6854	7460	5736	6435
FBgn0051634	2418	19	25	31	42
FBgn0031837	1327	8	26	12	20
FBgn0031834	2070	169	166	146	134
FBgn0031832	2343	134	96	61	85
FBgn0031829	1470	10	13	5	13
FBgn0031858	3254	1447	1578	898	1635
FBgn0051631	73	0	0	0	1
FBgn0031860	1181	273	302	182	335
FBgn0051632	3744	269	269	306	332
FBgn0017551	1552	218	231	177	223
FBgn0031866	5645	3485	3699	2758	3402
FBgn0031868	3341	727	689	601	710
FBgn0004838	8693	30942	31747	19259	23408
FBgn0020616	3634	836	864	788	946
FBgn0031875	1973	71	66	86	55
FBgn0031877	1218	77	92	21	74
FBgn0021944	1467	145	128	93	187
FBgn0031879	11820	1351	1390	1067	1660
FBgn0016978	2948	850	985	652	850
FBgn0031878	2345	1	5	35	13
FBgn0031876	1230	65	83	89	91
FBgn0031874	2178	48	51	54	67
FBgn0031873	840	148	150	137	128
FBgn0031872	3276	103	124	70	119
FBgn0031871	2048	521	607	585	422
FBgn0031869	6641	584	587	369	563
FBgn0028554	1787	789	754	496	602
FBgn0026196	1813	278	301	197	290
FBgn0052829	865	50	32	53	65
FBgn0011737	2652	1041	1118	721	1069
FBgn0042092	1081	87	84	90	102
FBgn0031865	2745	310	372	323	304
FBgn0031861	1280	1	4	14	3
FBgn0042189	844	8	2	3	1
FBgn0015776	2195	5703	6129	4615	5405
FBgn0031857	9867	3981	4057	2966	2999
FBgn0031856	1765	11	9	20	4
FBgn0003046	718	20	25	18	35
FBgn0031881	1245	164	202	180	157
FBgn0031885	5292	5854	6584	3919	5215
FBgn0031887	1513	0	3	0	3
FBgn0031893	2088	762	849	697	809
FBgn0051909	628	11	15	16	9
FBgn0031900	2185	2	0	41	7
FBgn0031897	5455	6858	7264	5313	5942
FBgn0031896	2082	1715	1689	1397	1528
FBgn0031895	2741	412	381	294	383
FBgn0031894	2764	100	73	110	100
FBgn0031888	2102	63	56	62	63
FBgn0031886	1290	25	5	7	7
FBgn0051907	1574	39	37	40	37
FBgn0031882	2055	335	427	367	376
FBgn0051908	2135	976	968	774	880
FBgn0031902	2855	483	457	268	463
FBgn0031903	2375	123	93	109	85
FBgn0002938	5425	49844	54889	37555	49185
FBgn0031905	2252	2	4	20	2
FBgn0031907	1730	485	506	310	431
FBgn0031908	1123	560	623	718	646
FBgn0031910	1321	0	1	4	3
FBgn0028387	3569	533	525	452	543
FBgn0031914	3186	5133	5278	4307	4468
FBgn0031918	1163	21	20	23	19
FBgn0031920	2042	36	58	49	68
FBgn0011283	575	598	598	551	525
FBgn0045495	4264	23	30	27	31
FBgn0041247	1417	5	0	13	8
FBgn0025697	5563	2071	1976	1522	2070
FBgn0031913	1174	1256	1412	965	1164
FBgn0031909	1214	228	377	194	227
FBgn0031906	1686	93	145	181	120
FBgn0031904	1898	603	664	468	619
FBgn0083141	1248	0	3	0	5
FBgn0031925	1821	2924	3509	2434	2858
FBgn0031926	2718	189	198	189	224
FBgn0040299	7433	285	321	187	349
FBgn0041181	4928	747	747	567	767
FBgn0031941	547	0	0	0	1
FBgn0003961	1262	2	0	11	4
FBgn0031946	1236	2	0	16	1
FBgn0031947	2834	477	523	338	513
FBgn0031951	1879	319	278	256	289
FBgn0031952	5381	2858	2673	1982	2825
FBgn0031950	2560	1032	1114	810	1060
FBgn0025687	3495	409	444	317	420
FBgn0031948	2467	880	1010	615	922
FBgn0031942	730	3300	3935	1512	2050
FBgn0031940	1041	536	869	254	327
FBgn0014454	858	277	448	80	143
FBgn0031939	2765	124	157	128	139
FBgn0031937	2499	413	351	264	426
FBgn0031936	2027	588	562	344	635
FBgn0031935	1927	28	41	19	64
FBgn0053296	1949	236	187	180	227
FBgn0041182	5288	4046	4681	3752	4961
FBgn0031929	1423	0	1	35	0
FBgn0027515	2804	1067	1112	844	953
FBgn0004177	3102	7697	7990	5613	6304
FBgn0031954	811	0	2	16	2
FBgn0011861	71	0	0	0	0
FBgn0031968	1896	456	564	446	458
FBgn0031975	3129	578	471	348	639
FBgn0031977	1022	643	699	578	593
FBgn0044323	5928	6406	6553	4397	5087
FBgn0031979	655	40	48	33	60
FBgn0031981	10201	2209	2395	1648	2358
FBgn0010287	983	49	31	33	35
FBgn0013531	1037	96	78	82	86
FBgn0011230	16216	13004	14373	10758	14010
FBgn0031980	514	5515	6592	4886	6431
FBgn0031976	1635	25	14	20	22
FBgn0031974	995	132	166	123	100
FBgn0031973	1792	309	368	249	347
FBgn0031972	1502	313	332	223	354
FBgn0031970	2720	59	83	46	70
FBgn0031969	3846	1423	1494	1158	1314
FBgn0053121	1188	7	7	12	2
FBgn0051902	1270	6	3	11	5
FBgn0031961	2264	24	32	24	14
FBgn0031959	2552	140	142	128	142
FBgn0045038	1977	1120	1336	899	936
FBgn0031957	1346	15	3	20	8
FBgn0031955	5826	950	1125	672	793
FBgn0020618	1693	9217	8705	11218	10891
FBgn0031986	1404	31	37	23	28
FBgn0031988	3215	1413	1353	1024	1094
FBgn0051606	690	49	58	26	40
FBgn0031996	1368	88	112	127	132
FBgn0031997	1636	174	177	163	197
FBgn0031999	3240	205	263	221	278
FBgn0015299	536	178	231	226	150
FBgn0032002	1011	79	78	117	65
FBgn0032003	928	1	0	0	2
FBgn0032008	825	4234	4566	2546	2181
FBgn0011902	73	1	4	0	8
FBgn0032013	1657	827	808	614	674
FBgn0032014	1156	119	115	92	113
FBgn0032016	1407	98	82	89	97
FBgn0032018	4972	763	683	534	827
FBgn0032020	888	203	198	163	208
FBgn0032022	976	1664	2206	1983	1486
FBgn0032024	1061	6	11	9	7
FBgn0032025	2152	1501	1449	1017	1520
FBgn0051901	1884	3	7	28	13
FBgn0032026	4778	735	836	629	1010
FBgn0032021	1981	7056	7465	5726	5751
FBgn0032017	1320	108	112	136	107
FBgn0032015	1245	404	354	271	366
